하천명,시점위치(위도),시점위치(경도),종점위치(위도),종점위치(경도)
신촌천,36.9877952,127.8569023,36.9687372,127.8517996
신흥천,37.0634772,127.7354533,37.0480114,127.732465
심방이천,37.0235686,127.7416284,37.0225901,127.7317806
쌍천천,36.8940975,127.9930107,36.9024879,127.9666127
안골천,37.0396787,127.7151313,37.048084,127.7179899
안골천,37.0241336,128.0128893,37.0308472,128.0158915
안락골천,37.0374018,127.7116131,37.0454554,127.7092788
안보천,36.819275,128.0158248,36.8384275,128.0009109
안숭선골천,37.0387172,127.7025208,37.0422312,127.7028202
안심천,36.9755013,127.9556847,36.9769321,127.9403952
야곡천,37.1128969,127.8712879,37.1112774,127.8793336
약바위천,36.9654083,127.964457,36.9703156,127.961784
양지담천,37.1107996,127.9590139,37.1088825,127.9630567
양지말천,37.067295,127.9737766,37.0647959,127.9670393
양지말천,37.1287473,127.8842914,37.1348809,127.8824555
양지천,36.9583279,127.795513,36.9639362,127.7870431
어림천,36.9781652,127.9659319,36.972503,127.963887
연동천,37.0924993,127.7789214,37.1010947,127.7887073
연수천,36.9910086,127.9520239,36.9805568,127.9067903
영죽천,37.1305461,127.7612201,37.1414075,127.7873364
영평천,36.984577,127.8051449,36.9872069,127.7966816
옥성천,37.1234707,127.9054884,37.1297912,127.9169097
올골천,37.0837239,127.7060448,37.1044756,127.7148034
옷골천,36.902215,127.9911714,36.89518,127.9893098
외상천,37.1274321,127.8415294,37.1212078,127.8455071
외촌천,37.1381058,127.8657394,37.1617184,127.8814244
외하천,37.1164062,127.8517577,37.1182038,127.8464239
요각천,36.9587189,127.9804845,36.9682914,127.9902703
요골천,37.1418183,127.7603543,37.1365128,127.7691543
용곡천,36.9986803,127.9674067,37.0199834,127.9552118
용당천,37.0516501,127.7337194,37.048835,127.7179901
용산천,37.100703,127.9163959,37.0816284,127.9071816
용수천,36.9741895,127.7412577,36.9831263,127.7452091
용암천,37.0638391,127.9338705,37.0742053,127.9319731
용전천,37.0614089,127.9648968,37.0660078,127.9632711
용천천,36.8922232,127.9839714,36.8981147,127.9778248
용하천,37.0597058,127.9302295,37.0741116,127.9316806
우리재천,37.0307422,127.752892,37.0428235,127.7560432
운교천,37.0285216,127.917514,37.0224523,127.9192116
웃광동천,37.0916161,127.987422,37.0909968,127.9815086
웃말천,37.1252442,127.7467437,37.1213629,127.743559
웅덩골천,37.0388193,127.7241942,37.0477851,127.7231588
원당천,37.145162,127.9047728,37.1417765,127.9085027
원동천,37.05569,127.8505665,37.0666076,127.8291162
원석천,37.1620099,127.7208814,37.1686345,127.7327357
원탄방천,37.0991857,127.9471778,37.0950478,127.9428847
원통천,36.8777895,127.968245,36.8738194,127.9586453
월곡천,37.0267171,128.0089424,37.0317312,128.0082734
월상천,37.0321202,127.8765386,37.0335402,127.8711415
월암천,36.9746213,127.7524224,36.9633962,127.7669626
월은천,36.9207253,127.8841935,36.8985281,127.900159
월천천,37.1101872,128.0254816,37.1097861,128.0311575
월포천,37.1140611,127.7530626,37.1093239,127.7544769
월현천,37.0823143,127.9773694,37.0770992,127.9531001
윗걸피기천,37.0437029,127.8226077,37.0376167,127.8205002
윗광벌천,36.9847938,127.6655777,36.9874556,127.6677943
윗숭선천,37.028504,127.7000619,37.0254025,127.701326
유동천,37.0101593,127.754166,37.0020917,127.7557115
유봉천,37.1545732,127.9182689,37.1382888,127.9288333
은하천,37.1484551,127.8654261,37.1526556,127.8460681
은행정천,36.8194103,127.9981159,36.8252525,128.0048079
음동천,37.0083796,127.7878407,37.0068563,127.7919531
음촌천,37.1325098,127.7791713,37.1402115,127.7853993
일곱실천,37.0060968,127.8539775,37.0046775,127.8589818
자랑골천,36.9196387,127.9785458,36.9156691,127.9863483
자사골천,36.894628,127.9086297,36.8999033,127.9041322
작은꽃지천,36.9935801,127.6853693,37.0012298,127.6828415
작은마치천,36.969018,127.8031717,36.9765528,127.8030604
잣고개천,37.0458806,127.8511956,37.0456605,127.8470765
장골천,37.1015818,127.9438115,37.0961227,127.9368884
장미산천,37.0596877,127.8626078,37.0584178,127.8721792
장성천,36.9619225,127.8349967,36.9666887,127.8373125
장재동천,36.9649893,127.8337806,36.966597,127.8416941
장터천,37.0319359,127.7297305,37.0278051,127.7323931
재오개천,36.9487968,127.9848496,36.9414432,128.0005561
절골천,36.9227912,127.9847143,36.9201375,127.9878477
절터골천,36.9649845,127.9708546,36.9713752,127.9592972
점골천,36.9943263,127.6832283,36.998908,127.6807038
조기암천,37.1319289,127.8080113,37.1304999,127.7982882
조대천,37.0971396,127.8099608,37.1003524,127.8180868
조돈천,37.0352498,127.9644186,37.0262631,127.9645817
조동천,37.0201938,127.7613002,37.0150521,127.76982
족동천,37.1069187,127.9463923,37.1033899,127.9345303
주동천,37.1375845,127.9559877,37.1369381,127.9481199
중구천,37.0422969,127.8273814,37.0437029,127.8226077
중방천,37.1786097,127.7370697,37.1918663,127.7399098
중산천,36.8606287,128.0259396,36.8814574,127.9725225
중전천,37.16044,127.7153436,37.1666804,127.7519889
중청천,37.1082859,127.8527593,37.1062286,127.8475597
중터말천,37.1063858,127.9108612,37.1032581,127.905883
쥐실천,37.0792188,127.9716591,37.0798698,127.9629528
지픈골천,37.0363445,127.7947886,37.0404094,127.7964197
직동천,37.0519906,127.699116,37.0521909,127.7100608
직동천,37.1196347,127.9432161,37.1200326,127.9280484
진골천,37.0371051,127.7986269,37.0450754,127.7960284
진대배기천,37.0205518,127.6919741,37.0175717,127.7006506
진의천,36.956401,127.9868095,36.9658427,127.9921849
짐골천,37.0514195,127.7445177,37.0459921,127.744775
참샘골천,37.0020917,127.7557115,37.0074291,127.7386774
창동천,37.0222117,127.7706616,37.0004683,127.7727256
창동천,36.9848463,127.8734011,36.9966099,127.8791175
창룡천,36.9472066,127.9576096,36.9440672,127.9565946
청양천,36.9561616,127.7946377,36.9447181,127.7747893
추평천,37.149002,127.9525391,37.1187793,127.9250408
축동천,37.0581572,127.9186066,37.0598565,127.9037672
축현천,37.1475978,127.9257507,37.1529462,127.9239553
치락천,36.9854917,127.9582353,36.9842237,127.9280417
큰꽃지천,36.9944686,127.679014,36.9999545,127.6751413
탄동천,37.0177817,128.0254652,37.0249211,128.0255894
탄방천,37.0926617,127.9470606,37.0954219,127.9328204
탑동천,36.8242826,127.9889647,36.8418696,127.9836699
텃골천,36.8804414,128.0260406,36.8784541,128.0336176
텃골천,36.9188471,127.8745,36.9099608,127.8728464
통점천,37.0300863,127.8328412,37.0333488,127.8373581
파소천,36.9342293,127.845593,36.9387025,127.8473726
품무골천,37.1104986,127.772372,37.1017916,127.7749885
풍덕천,37.002198,127.7843228,36.9852474,127.7914882
하남천,37.0722062,127.7551982,37.0431303,127.75781
하소천,37.0547652,127.8977413,37.0504965,127.8887598
하원곡천,37.0714814,127.6941952,37.0605813,127.7061755
하잠천,37.0618697,127.9084105,37.0622742,127.8929527
하청천,37.0915973,127.8523323,37.093297,127.8453174
학미천,37.150703,127.7477934,37.1753453,127.7513164
한덕이천,37.0261319,127.7229698,37.0205606,127.7313684
한두골천,36.895682,128.004494,36.9009398,128.0019519
한봉제천,37.0570613,127.932134,37.0405722,127.9262819
합천천,37.0937539,128.0465349,37.0970468,128.0518029
햇골천,36.9128426,127.9939974,36.91076,127.9842821
헌터천,37.0956199,127.8342534,37.0951515,127.8275734
호암천,36.9414355,127.9784834,36.9454437,127.9505281
홈실천,36.9035336,127.9411892,36.9089124,127.9500987
화석천,37.0227057,127.7220805,36.9697837,127.7734447
화실천,36.9126903,127.9294259,36.9182683,127.9190995
화심천,37.0186713,127.7366517,37.0201483,127.7319632
효죽천,37.0472749,127.7851636,37.0429492,127.7860412
후등골천,37.1083876,127.8897417,37.1017076,127.8926878
흑평천,36.9750092,127.8367611,36.9737464,127.8336863
가화천,35.1756999,128.1177973,35.1064031,128.0592815
미곡천,35.3073865,128.1117555,35.3504906,128.0559047
안간천,35.3073865,128.1117555,35.3073865,128.1117555
안국천,35.3073865,128.1117555,35.3073865,128.1117555
정촌천,35.3073865,128.1117555,35.3073865,128.1117555
효자천,35.3073865,128.1117555,35.3073865,128.1117555
추계천,35.3073865,128.1117555,35.3073865,128.1117555
자매천,35.2032474,127.9299531,35.2032474,127.9299531
오미천,35.2548527,128.0210571,35.2548527,128.0210571
실미천,35.2548527,128.0210571,35.2548527,128.0210571
내촌천,35.2032474,127.9299531,35.2032474,127.9299531
수곡천,35.2032474,127.9299531,35.2032474,127.9299531
대천천,35.2032474,127.9299531,35.2032474,127.9299531
판문천,35.2548527,128.0210571,35.1696401,128.0531564
독산천,35.1436568,128.0409069,35.1436568,128.0409069
나불천,35.2548527,128.0210571,35.1887433,128.0772613
덕곡천,35.2548527,128.0210571,35.2548527,128.0210571
왕지천,35.2548527,128.0210571,35.2548527,128.0210571
우수천,35.2548527,128.0210571,35.2548527,128.0210571
용산천,35.2548527,128.0210571,35.2548527,128.0210571
사촌천,35.2533059,128.0870418,35.2533059,128.0870418
가좌천,35.1273071,128.1137382,35.1273071,128.1137382
죽곡천,35.1042527,128.1880753,35.1042527,128.1880753
검암천,35.1042527,128.1880753,35.1042527,128.1880753
인담천,35.1042527,128.1880753,35.1042527,128.1880753
정자천,35.1571141,128.1815114,35.1042527,128.1880753
송곡천,35.1042527,128.1880753,35.1042527,128.1880753
문산천,35.1571141,128.1815114,35.1571141,128.1815114
갈전천,35.2095354,128.158211,35.2095354,128.158211
용아천,35.2095354,128.158211,35.2095354,128.158211
하촌천,35.2533059,128.0870418,35.2533059,128.0870418
지내천,35.2533059,128.0870418,35.2533059,128.0870418
정수천,35.2533059,128.0870418,35.2533059,128.0870418
냉정천,35.2533059,128.0870418,35.2533059,128.0870418
향양천,35.3073865,128.1117555,35.2631171,128.1760277
어옥천,35.3073865,128.1117555,35.3073865,128.1117555
오방천,35.3073865,128.1117555,35.3073865,128.1117555
현지천,35.2095354,128.158211,35.2095354,128.158211
대곡천,35.2631171,128.1760277,35.2631171,128.1760277
와룡천,35.2631171,128.1760277,35.2631171,128.1760277
반성천,35.1649914,128.3346509,35.1995699,128.2782008
대산천,35.1649914,128.3346509,35.1649914,128.3346509
장안천,35.156493,128.2849014,35.1649914,128.3346509
진성천,35.156493,128.2849014,35.156493,128.2849014
대천,35.1995699,128.2782008,35.1995699,128.2782008
중촌천,35.1748816,128.2301025,35.1748816,128.2301025
마성천,35.1995699,128.2782008,35.1995699,128.2782008
대필천,35.2356503,128.2635322,35.2356503,128.2635322
대방천,35.2631171,128.1760277,35.2631171,128.1760277
지수천,35.2356503,128.2635322,35.2356503,128.2635322
대방천,35.2631171,128.1760277,35.2631171,128.1760277
중선포천,35.1273071,128.1137382,35.1064031,128.0592815
소곡천,35.1273071,128.1137382,35.1273071,128.1137382
화개천,35.1273071,128.1137382,35.1273071,128.1137382
대축천,35.1273071,128.1137382,35.1273071,128.1137382
동락천,37.7493151,126.4788003,37.7334851,126.5156502
선행천,37.7267266,126.4684036,37.7373086,126.4932652
삼동암천,37.696301,126.4709655,37.6906879,126.5184724
온수천,37.6455975,126.4989874,37.6655264,126.5306007
인산천,37.695892,126.4233438,37.6898989,126.3992296
삼흥천,37.685866,126.4189742,37.6910789,126.390809
길정천,37.6517018,126.4685275,37.6068266,126.4789931
내가천,37.7242269,126.3909979,37.7489522,126.3735169
삼거천,37.7729431,126.3886479,37.7683346,126.3572526
덕하천,37.8125543,126.4420104,37.8196361,126.4373426
교산천,37.7996088,126.3950015,37.7979718,126.3953013
덕교천,37.6309425,126.4501129,37.619405,126.4244246
숭릉천,37.779696,126.458077,37.7823087,126.4982535
다송천,37.779696,126.458077,37.7799248,126.4588647
남오천,37.7561914,126.5160925,37.7529451,126.4878707
옹기천,35.6240513,128.202364,35.6240513,128.202364
청련천,37.7428406,126.4601286,37.7455733,126.4491464
창곡천,37.7065047,126.4433977,37.7065047,126.4433977
평촌천,37.7016046,126.4561424,37.7035215,126.438998
매재이천,37.7128307,126.4566754,37.7080189,126.4588722
길직천,37.6455975,126.4989874,37.6704297,126.4729364
단자천,37.6429444,126.4927735,37.6391161,126.4815725
쑥밭2천,37.6235725,126.4939002,37.6376815,126.4706683
산뒤천,37.6004329,126.4947661,37.603504,126.4981319
큰말천,37.63869,126.5295418,37.6296891,126.5121396
넘언천,37.607234,126.5145103,37.6082613,126.5115415
매몰천,37.6424002,126.4025931,37.6324011,126.3992175
문산천,37.6451873,126.4313872,37.6317659,126.4298849
하우천,37.6774842,126.4026526,37.7065047,126.4433977
문현천,37.6628333,126.4654618,37.6701765,126.4576231
능안천,37.6516338,126.4195612,37.6591649,126.4303058
연내천,37.6579398,126.4102027,37.6606866,126.4250598
존강천,37.6892881,126.4046433,37.6908052,126.4120404
신선천,37.723049,126.4057899,37.7202031,126.4087191
현천,37.719998,126.3923228,37.7174728,126.3836565
고려산천,37.7317792,126.4238798,37.7363706,126.4265885
목숙천,37.7648185,126.4351211,37.7648185,126.4351211
세종천,37.7688319,126.4177768,37.7599774,126.4275768
서촌천,37.7636266,126.3928563,37.7487231,126.3979701
개울달천,37.8000926,126.4156333,37.7936365,126.4124885
배우천,37.7947535,126.3910001,37.7893842,126.3906114
짓절미천,37.7947535,126.3910001,37.7963497,126.3736967
인화천,37.7854821,126.3539903,37.7892931,126.3712497
오류상천,37.7726325,126.451655,37.7612305,126.4515838
내곡천,37.8016554,126.4557813,37.79756,126.441951
귀리안천,37.7132413,126.2871523,37.7019446,126.302973
은당골천,37.6675016,126.340038,37.6707917,126.3454035
갯골천,35.5682379,128.1636798,35.607727,128.1394841
상동천,37.6719837,126.333441,37.6776688,126.3379031
국화천,37.7444007,126.4790935,37.7466676,126.4696857
선행천,37.7259515,126.4678057,37.7261977,126.4570767
고비천,37.7425597,126.4608743,37.7370629,126.4460536
신도현천,37.7016046,126.4561424,37.6894487,126.4520364
장안천,37.6453667,126.4990486,37.6313434,126.4936773
쑥밭1천,37.6227708,126.4934238,37.6224701,126.4920066
고부천,37.7238936,126.4059498,37.7343001,126.4305762
수영강,35.1729616,129.1047043,35.1597153,129.1255812
대명천,35.8389938,128.5566192,35.8151289,128.5040126
진천천,35.7949355,128.5572017,35.8146966,128.5070991
삼봉천,37.4007079,126.8902014,37.4007079,126.8902014
황구지천,37.3067049,126.9473965,37.2289609,127.0140179
서호천,37.3286475,126.9948357,37.2345472,126.9887782
영화천,37.30192,126.9947539,37.2937712,126.98926
수원천,37.3337924,127.0159491,37.2266198,127.0222997
광교천,37.3236441,127.027727,37.3157246,127.018906
원천리천,37.2936129,127.0762657,37.2668559,126.9684225
여천,37.3128078,127.0520108,37.2621818,127.0610188
웃파장천,37.3195314,127.0033309,37.3130383,126.9991731
이목천,37.3252829,126.9741353,37.3121667,126.982138
송죽천,37.3154931,127.0079181,37.3088879,127.0044877
조원천,37.3128446,127.0145387,37.3129182,127.0147749
매산천,37.2636237,127.0008635,37.255369,126.9932967
창사천,37.3399167,127.0151292,37.3348061,127.0097272
창사하천,37.3300242,127.0225861,37.3304762,127.0154888
복골천,37.3268416,127.0110481,37.3234625,127.0150561
은행천,37.4517466,126.8121631,37.4035457,126.7769261
문암골천,37.3133706,127.0297965,37.3073796,127.0274236
장다리천,37.248615,127.0181044,37.2337175,127.0186655
호매실천,37.262802,126.9407684,37.2592801,126.9672484
금곡천,37.266794,126.9368407,37.273063,126.9609262
일월천,37.2860811,126.9717946,37.2768231,126.9642677
율전천,37.3117554,126.9706729,37.3041166,126.9702102
당수천,37.2814463,126.9412177,37.2873012,126.9497199
오룡골천,37.2910696,126.9359443,37.2896601,126.949212
쇠죽골천,37.3149972,127.0413327,37.3002743,127.0479802
아래쇠죽골천,37.302009,127.0385007,37.3000684,127.0480576
동녁쇠죽골천,37.3106298,127.0360061,37.3057591,127.0386477
성죽천,37.3108855,127.04395,37.3064511,127.0465595
절골천,37.3064511,127.0465595,37.3064511,127.0465595
산의천,37.2964696,127.0409063,37.294674,127.0497062
산의실천,37.2986593,127.0583308,37.2949433,127.0563049
우시장천,37.2435745,127.0273513,37.2301328,127.0234386
안성천,36.994716,127.1736266,36.994716,127.1736266
청미천,37.0983444,127.4687431,37.0983444,127.4687431
율곡천,37.0678742,127.366648,37.0678742,127.366648
방초천,37.0983444,127.4687431,37.0983444,127.4687431
죽산천,37.0678742,127.366648,37.0486763,127.4218358
금강,35.7920364,127.427288,36.0166355,126.7486725
강경천,36.118328,127.0261963,36.1526636,127.0183292
만경강,35.9902218,127.2286245,35.8634855,126.7284188
동면천,35.9830709,127.082046,35.9641159,127.0631339
망동천,36.0093183,127.0296173,35.9911631,127.0190545
기양천,36.0217104,127.0261501,35.9941512,126.9566803
탑천,36.0147465,127.0480559,35.920063,126.844998
호월천,36.045896,127.1078694,36.0287719,127.0904251
부상천,36.0152948,127.0758025,35.9558827,127.0504605
목천포천,35.9488365,127.0141021,35.9142001,126.9441567
송천,36.0800152,126.9047745,36.0909623,126.887138
해지천,36.0427084,126.8778466,36.0516118,126.879793
익산천,36.018087,127.0521247,35.8982715,127.0269119
산북천,36.0497753,127.0357831,36.1184976,126.9545232
고창천,36.0907546,126.8955339,36.0909623,126.887138
죽청천,36.0362574,127.0233434,36.0603932,127.0208681
강경천,36.0236414,127.0804882,36.1218369,127.0479638
어량천,36.0526575,127.0524208,36.118328,127.0261963
함열천,36.055135,126.9508495,36.1046063,126.9480987
두동천,36.102468,126.9229332,36.1271736,126.9226679
대조천,36.1115273,127.014283,36.1136696,126.9851809
왕궁천,36.0239876,127.1105646,35.9384133,127.04985
황동천,36.0019074,127.063353,36.0012066,127.0569711
창동천,35.9604791,127.036416,35.9347625,127.041543
은천,36.1478694,126.9674382,36.1221753,126.9553989
오산천,35.9560905,126.8930726,35.9130791,126.9002631
마산천,36.118328,127.0261963,36.118328,127.0261963
마산천,35.8052481,127.0310353,35.8905857,126.9953183
중신천,36.1195116,126.9622599,36.1195116,126.9622599
나암천,36.1347221,126.9947064,36.1347221,126.9947064
목감천,37.4421012,126.831755,37.3953335,126.8565501
신천,37.4531735,126.7996144,37.4165377,126.7660294
보통천,37.3821149,126.8516816,37.3720403,126.8366907
장현천,37.3888965,126.8057982,37.3825212,126.7835285
계수천,37.4421012,126.831755,37.4421012,126.831755
금양천,35.6337326,128.1635135,35.6010345,128.1657677
내곡천,35.6360181,128.1526383,35.6337326,128.1635135
계림천,35.5929796,128.1407882,35.5658724,128.1599955
합천천,35.608422,128.0959806,35.5785076,128.1609814
외곡천,35.6310792,128.1396852,35.5929796,128.1407882
김봉천,35.6287086,128.0690943,35.6241182,128.0383568
노곡천,35.2544411,126.9447515,35.5886142,127.9761433
광산천,35.6344249,128.1078721,35.6483797,128.1291899
팔심천,35.6311843,128.0946599,35.65383,128.0794983
묘산천,35.65383,128.0794983,35.687201,128.1697174
청현천,35.7077385,128.121045,35.7077385,128.121045
매화천,35.7515857,128.1221601,37.2891308,127.4530256
이천천,35.7609532,128.0671645,35.7325898,128.1540278
성기천,35.7097057,128.0933346,35.7278408,128.1030744
가야천,35.7994742,128.0850588,35.687201,128.1697174
하빈천,35.7236122,128.1874449,35.7046178,128.1846467
월광천,35.7448334,128.1738632,35.7325898,128.1540278
묵촌천,35.7015893,128.1449843,35.687201,128.1697174
낙민천,35.5759547,128.2340348,35.5759547,128.2340348
영전천,35.5597523,128.214468,35.5597523,128.214468
본천천,35.5486421,128.1978068,35.5688472,128.1915328
율곡천,35.595089,128.2080352,35.5847005,128.2067878
원당천,35.5359516,128.230827,35.5507536,128.2647882
유하천,35.5157006,128.2499676,35.5507536,128.2647882
산내천,35.55217,128.2361491,35.5655199,128.3000939
성산천,35.6072918,128.279744,35.5802012,128.283613
상포천,35.5853614,128.2700934,35.5802012,128.283613
사양천,35.6237103,128.2738319,35.6050315,128.2573064
상신천,35.6389688,128.2523513,35.621687,128.2494297
덕곡천,35.6387042,128.2926667,35.6094084,128.3534547
포두천,35.6378252,128.3426637,35.6245245,128.3543442
초곡천,35.5208052,128.323971,35.5130235,128.3584442
대부천,35.5391579,128.3378247,35.5391579,128.3378247
미곡천,35.6131457,128.3024517,35.5768019,128.3359689
성태천,35.5855229,128.3181025,35.5855229,128.3181025
하회천,35.5506925,128.3165722,35.5595643,128.3307311
상부천,35.5389785,128.2662992,35.5500696,128.2857243
누하천,35.5209616,128.2730837,35.5408739,128.2482816
옥두천,35.539708,128.2853788,35.5464936,128.3015149
덕암천,35.513024,128.1784366,35.5025842,128.1724471
무곡천,35.523554,128.2017464,35.523554,128.2017464
안금천,35.4895452,128.1902112,35.5025842,128.1724471
장자천,35.513024,128.1784366,35.513024,128.1784366
아천,35.5112197,128.1873143,35.5494275,128.1679193
신반천,35.5042198,128.2160332,35.319437,128.2588483
양천,35.4749009,128.156821,35.3045758,127.9832
대현천,35.4498605,128.1980978,35.4419187,128.1469034
외초천,35.4548242,128.1546238,35.4252261,128.1401612
유린천,35.4113169,128.176503,35.4132752,128.1122324
하신천,35.4603363,128.1275407,35.4603363,128.1275407
죽전천,35.4707078,128.0933934,35.4495039,128.1208476
백역천,35.4825318,128.1223411,35.4684267,128.1406375
대곡천,35.4548242,128.1546238,35.4369897,128.170144
하판천,35.4363922,128.1122173,35.4142434,128.0984721
문송천,35.4363922,128.1122173,35.4142434,128.0984721
용흥천,35.3970946,128.1489754,35.388579,128.1188495
신전천,35.383901,128.1869648,35.408079,128.1304127
마쌍천,35.3709982,128.1118977,35.3802141,128.097629
오도천,35.452069,128.0250498,35.4350043,128.0313309
도탄천,35.4741396,128.0308821,35.4529636,128.0595165
학리천,35.4348758,128.0745186,35.4101291,128.0656546
가회천,35.4850539,128.0025578,35.4245364,128.0365334
신등천,35.4529636,128.0595165,35.4245364,128.0365334
황계천,35.4788566,128.0571317,35.5508397,128.1252977
금성천,35.4741396,128.0308821,35.5447935,128.0338738
하금천,35.5192571,127.9848566,35.5418372,127.9939743
회양천,35.5174455,128.0164633,35.5174455,128.0164633
유전천,35.5377895,127.9676428,35.5418372,127.9939743
성천,35.5270918,128.0104276,35.5270918,128.0104276
용지천,35.5299293,128.0962276,35.5461061,128.1031266
우곡천,35.5747776,128.0756927,35.5461061,128.1031266
방곡천,35.5776949,128.0982532,35.5779969,128.1186892
월평천,35.5779969,128.1186892,35.5779969,128.1186892
공암천,35.4899377,128.0941171,35.5075988,128.1114837
팔산천,35.5269739,128.143994,35.5171977,128.1289968
아천천,35.5366009,128.1823129,35.5366009,128.1823129
소례4천,35.6043083,128.3257194,35.6043083,128.3257194
가리목천,35.605193,128.1848917,35.605193,128.1848917
백역1천,35.4825318,128.1223411,35.4825318,128.1223411
정골천,35.6289,128.2229184,35.6289,128.2229184
내가천,35.5394489,128.100197,35.5394489,128.100197
가재천,35.6406577,128.1849286,35.6406577,128.1849286
솟구마골천,35.5929796,128.1407882,35.5929796,128.1407882
이계1천,35.5112197,128.1873143,35.5112197,128.1873143
서재천,35.6723713,128.1115564,35.6723713,128.1115564
대목천,35.5229107,128.162995,35.5229107,128.162995
동곡천,35.4576265,127.9960418,35.4576265,127.9960418
외초1천,35.4113169,128.176503,35.4113169,128.176503
기시기천,35.595089,128.2080352,35.595089,128.2080352
영등천,35.7518148,128.1504525,35.7325898,128.1540278
아막천,35.5623574,128.2716271,35.5507536,128.2647882
월평1천,35.5779969,128.1186892,35.5779969,128.1186892
송정천,35.6131457,128.3024517,35.6131457,128.3024517
무곡천,35.513024,128.1784366,35.513024,128.1784366
금평1천,35.7046178,128.1846467,35.7046178,128.1846467
동막천,35.5075988,128.1114837,35.5075988,128.1114837
각사천,35.5366009,128.1823129,35.7654813,128.1193914
먹망천,35.7547813,128.0934472,35.7331245,128.0770431
모전천,35.6311843,128.0946599,35.6311843,128.0946599
상청계천,35.7014594,128.1966995,35.7014594,128.1966995
율원3천,35.6387042,128.2926667,35.6387042,128.2926667
상동2천,35.5269739,128.143994,35.5269739,128.143994
구만천,35.5776949,128.0982532,35.5776949,128.0982532
대목2천,35.5229107,128.162995,35.5229107,128.162995
영전벽전천,35.5597523,128.214468,35.5597523,128.214468
창동2천,35.6389688,128.2523513,35.621687,128.2494297
박실천(구.중문천),35.4363922,128.1122173,35.4363922,128.1122173
윗산천,35.7994742,128.0850588,35.7994742,128.0850588
도동천,35.7015893,128.1449843,35.7015893,128.1449843
웅기천,35.6619585,128.110661,35.6619585,128.110661
평촌천,35.6619585,128.110661,35.6619585,128.110661
중두심천,35.4850539,128.0025578,35.4850539,128.0025578
사동천,35.5025842,128.1724471,35.5025842,128.1724471
남암천1,35.513024,128.1784366,35.513024,128.1784366
이곡천,35.5229107,128.162995,35.5229107,128.162995
상낭골천,35.5929796,128.1407882,35.5929796,128.1407882
절터천,35.6337326,128.1635135,35.6337326,128.1635135
소사천,35.607727,128.1394841,35.607727,128.1394841
텃골천,35.607727,128.1394841,35.607727,128.1394841
점골천1,35.6240513,128.202364,35.6240513,128.202364
수실천,35.5486421,128.1978068,35.5486421,128.1978068
택리천,35.55217,128.2361491,35.55217,128.2361491
새터천1,35.5208052,128.323971,35.5208052,128.323971
중문1천,35.4449928,128.090821,35.4449928,128.090821
그음재천,35.4348758,128.0745186,35.4348758,128.0745186
개재천,35.4529636,128.0595165,35.4529636,128.0595165
부치골천,35.452069,128.0250498,35.452069,128.0250498
감바위천,35.4192006,128.0058735,35.4192006,128.0058735
시내암천,35.7285482,128.1377208,35.7285482,128.1377208
사북천,35.6619585,128.110661,35.6483797,128.1291899
지문천,35.7518148,128.1504525,35.7518148,128.1504525
하청계천,35.7014594,128.1966995,35.7014594,128.1966995
상현천,35.6422548,128.0261549,35.6422548,128.0261549
상두심천,35.4850539,128.0025578,35.4850539,128.0025578
용덕천,35.5461061,128.1031266,35.5461061,128.1031266
안금1천,35.4895452,128.1902112,35.4895452,128.1902112
영화동천,35.608422,128.0959806,35.608422,128.0959806
안터천1,35.6163741,128.1220552,35.6163741,128.1220552
남암천2,35.6163741,128.1220552,35.6163741,128.1220552
남박골천,35.5929796,128.1407882,35.5929796,128.1407882
종강천,35.5774333,128.1820213,35.5774333,128.1820213
가산천,35.6360181,128.1526383,35.6360181,128.1526383
신소양천,35.5785076,128.1609814,35.5785076,128.1609814
어리실천,35.607727,128.1394841,35.607727,128.1394841
오가리천,35.595089,128.2080352,35.595089,128.2080352
도방4천,35.6090833,128.26952,35.6389688,128.2523513
당산2천,35.5464936,128.3015149,35.5464936,128.3015149
장전천1,35.4749009,128.156821,35.4749009,128.156821
돗골천,35.4252261,128.1401612,35.4252261,128.1401612
가등천,35.4741396,128.0308821,35.4741396,128.0308821
초막천,35.7600327,128.0986933,35.7994742,128.0850588
죽전지천,35.7609532,128.0671645,35.7609532,128.0671645
나부천,35.7097057,128.0933346,35.7097057,128.0933346
오리천,35.7278408,128.1030744,35.7278408,128.1030744
오전천,35.7077385,128.121045,35.7077385,128.121045
우복천,35.7046178,128.1846467,35.7046178,128.1846467
반포천,35.65383,128.0794983,35.65383,128.0794983
산제천,35.6667247,128.095727,35.6667247,128.095727
산곳천,35.6407093,128.1193826,35.6407093,128.1193826
화양천,35.6871635,128.1348087,35.6871635,128.1348087
율원1천,35.6387042,128.2926667,35.6387042,128.2926667
율원5천,35.7821533,128.203397,35.6387042,128.2926667
소례3천,35.6043083,128.3257194,35.6043083,128.3257194
죽방천,35.5394489,128.100197,35.5394489,128.100197
책계천,35.5067727,128.076067,35.5067727,128.076067
관류천,35.5776949,128.0982532,35.5776949,128.0982532
도리4천,35.5006955,128.1432135,35.5006955,128.1432135
절골천,35.5929796,128.1407882,35.5929796,128.1407882
