한글보통명,위도,경도
노루,38.21255519,128.1210717
고라니,35.46233376,128.818072
고양이,36.98621662,128.0560442
우수리땃쥐,36.89129155,127.0580917
다람쥐,38.27413852,128.3497662
고라니,36.88493599,127.0616567
고라니,36.89953821,127.0631711
고라니,36.8408334,128.9385995
고라니,36.8941646,127.0601033
멧돼지,36.99125828,128.0621886
고라니,36.88628044,127.0626806
오소리,38.27413852,128.3497662
오소리,36.97377774,128.1178275
고라니,35.47080598,128.7863776
다람쥐,35.61302818,128.927933
청설모,36.84972229,128.9788773
오소리,35.61438929,128.9355719
개,36.97909439,128.060233
오소리,36.99142495,128.0613636
오소리,35.47655598,128.8027109
고라니,35.48983375,128.8034331
청설모,36.84222229,128.938044
오소리,35.61458373,128.9346553
두더지,36.84888896,128.9772106
멧돼지,36.97305552,128.1164192
청설모,36.98581939,128.0588553
다람쥐,36.9728444,128.115183
고라니,36.84972229,128.9788773
청설모,36.84166674,128.938044
고라니,36.98246107,128.1198108
다람쥐,35.61508373,128.929433
청설모,36.84888896,128.9772106
멧돼지,35.47591709,128.8013776
고라니,36.89962321,127.0637103
두더지,35.16728382,128.6838609
멧돼지,36.8408334,128.9385995
멧돼지,36.98639439,128.0396609
두더지,36.97520552,128.1196164
대륙밭쥐,35.47488931,128.7994331
청설모,36.89088488,127.0703614
청설모,36.84888896,128.9774884
족제비,36.97347496,128.1177719
다람쥐,35.61302818,128.9273219
고라니,36.83027786,128.948044
너구리,36.88313071,127.0609264
고라니,36.98681939,128.059683
두더지,36.89228544,127.0720225
고라니,36.97248329,128.1156775
오소리,36.98682217,128.0414331
고라니,36.99156106,128.0610442
고라니,36.98693606,128.039747
고라니,36.88600516,127.0625478
고라니,36.84138896,128.9383217
고라니,36.97697774,128.1174525
너구리,35.1672366,128.6840137
족제비,35.61430596,128.9377664
고라니,36.83000008,128.9477662
노루,38.21738852,128.1270717
청설모,36.84166674,128.938044
너구리,36.99163328,128.0621692
멧토끼,36.83000008,128.9477662
등줄쥐,36.98476106,128.0563608
족제비,35.47488931,128.7994331
족제비,36.8946146,127.0596339
고양이,36.98046384,128.0596886
너구리,36.98662217,128.0406915
고라니,36.99149995,128.0609497
고슴도치,36.98676662,128.0400054
멧토끼,36.84222229,128.9383217
고슴도치,36.98848051,128.0610192
너구리,36.97375829,128.1184553
두더지,35.47080598,128.7863776
우수리땃쥐,35.22125881,128.7141443
고라니,36.83111119,128.9485995
다람쥐,35.5956393,128.9925164
고라니,35.24696712,128.4484444
다람쥐,35.21608101,128.3858944
멧토끼,35.49258375,128.8550164
멧돼지,38.29327741,128.3944328
멧돼지,38.32777741,128.4039606
두더지,36.76833342,128.9024885
멧돼지,36.78444453,128.965544
멧돼지,38.29749963,128.3952662
고라니,35.22278379,128.4684907
고라니,35.47286154,128.8451276
멧토끼,38.33344406,128.402794
청설모,35.58505597,128.9724886
고라니,36.78527787,128.9674884
오소리,35.22790878,128.4402694
고라니,36.78527787,128.968044
노루,36.77055565,128.9538773
두더지,36.78527787,128.9683217
두더지,38.33344406,128.402794
멧토끼,38.30702741,128.3981273
고라니,36.7686112,128.9024885
멧토끼,38.29008296,128.3930162
고라니,36.77027787,128.9541551
두더지,35.58425041,128.9722108
청설모,38.32211074,128.3998773
고양이,35.27608379,128.5901554
멧돼지,38.31811074,128.3991551
너구리,35.49300042,128.8573775
너구리,35.4756671,128.8543776
다람쥐,35.59211152,128.9947386
오소리,38.21255519,128.1210717
고라니,35.59433374,128.9947108
오소리,38.34530518,128.3888773
고라니,35.49225042,128.8562386
노루,38.31922185,128.3990995
다람쥐,35.58422263,128.9830719
노루,38.33680518,128.3973773
멧돼지,38.2916663,128.3936828
노루,36.78444453,128.9660995
노루,38.30702741,128.3981273
오소리,35.46505599,128.8727664
족제비,38.2986663,128.395294
두더지,38.29327741,128.3944328
고라니,35.47408376,128.8359331
염소,35.59236152,128.9944608
고라니,36.90055563,129.0847106
오소리,35.49300042,128.8573775
멧돼지,38.32211074,128.3998773
멧돼지,38.33680518,128.3973773
멧돼지,38.30702741,128.3981273
두더지,38.29008296,128.3930162
멧돼지,36.7686112,128.9024885
오소리,38.27413852,128.3497662
멧돼지,36.76805565,128.9022107
족제비,38.32777741,128.4039606
고라니,36.76888898,128.9024885
두더지,38.34397184,128.3920717
고라니,38.29008296,128.3930162
노루,38.2916663,128.3936828
너구리,35.58641708,128.9748775
두더지,35.5933893,128.9947108
노루,38.21738852,128.1270717
청설모,36.77055565,128.9533217
다람쥐,35.58927819,128.9815442
멧토끼,38.29377741,128.3948773
고라니,35.24455323,128.4499888
멧돼지,38.30427741,128.3989051
노루,38.33344406,128.402794
멧돼지,38.33344406,128.402794
고라니,35.47161154,128.8355443
다람쥐,35.4651671,128.872183
오소리,35.58758374,128.9762386
청설모,36.78472231,128.965544
두더지,35.49344486,128.856433
오소리,38.30427741,128.3989051
두더지,36.78527787,128.9685995
멧돼지,38.34397184,128.3920717
두더지,36.78472231,128.9672106
오소리,38.29377741,128.3948773
노루,38.34397184,128.3920717
멧돼지,38.32294407,128.4003217
노루,36.8408334,128.9385995
족제비,35.47408376,128.8359331
오소리,38.29749963,128.3952662
오소리,38.33863851,128.402294
다람쥐,35.24985323,128.4440721
다람쥐,35.59472263,128.9936275
두더지,38.48274958,128.3982939
오소리,35.55458374,128.8934886
오소리,35.54580597,128.8937664
고라니,36.8208334,128.8858218
족제비,35.22094214,128.5529777
너구리,35.43127821,128.7982109
두더지,35.44086154,128.8240165
두더지,38.46380515,128.3938494
멧돼지,38.21738852,128.1270717
고라니,36.82027785,128.8869329
멧돼지,38.48061069,128.3985439
고라니,35.5543893,128.8952942
고라니,36.82055563,128.8827663
족제비,35.44150043,128.8207665
너구리,38.47763848,128.3978494
멧돼지,38.48580514,128.3975716
고라니,35.15857827,128.6107277
고라니,36.82111118,128.8838774
오소리,38.21255519,128.1210717
두더지,35.55977819,128.893683
오소리,35.20001436,128.525436
고라니,35.44086154,128.8240165
두더지,38.48580514,128.3975716
고라니,35.19781436,128.5309527
청설모,36.8208334,128.8858218
두더지,35.23627268,128.5153499
청설모,38.48580514,128.3975716
멧돼지,38.46052737,128.3942383
오소리,38.47763848,128.3978494
고라니,38.47030515,128.3949883
흰넓적다리붉은쥐,35.44086154,128.8240165
고라니,36.82111118,128.8824885
오소리,36.82027785,128.8866552
오소리,38.48405514,128.398905
청설모,35.54516708,128.8930164
노루,38.21738852,128.1270717
멧돼지,35.24488936,128.7030165
멧돼지,38.47030515,128.3949883
멧토끼,38.46380515,128.3938494
오소리,38.48274958,128.3982939
멧돼지,38.48274958,128.3982939
멧돼지,35.43708376,128.8259609
멧토끼,36.82055563,128.8866552
고라니,35.22069489,128.3776832
고라니,38.46380515,128.3938494
고라니,36.86111117,128.8891551
멧돼지,36.93416676,129.3433216
멧토끼,36.90194451,129.0674884
멧돼지,35.44086154,128.8240165
너구리,35.44086154,128.8240165
족제비,35.44236154,128.8218498
청설모,38.48274958,128.3982939
멧돼지,38.47763848,128.3978494
다람쥐,35.19652269,128.5345277
오소리,38.45819403,128.3958216
다람쥐,35.44086154,128.8240165
멧돼지,36.82166674,128.8835996
고라니,35.44986154,128.821072
고라니,35.5593893,128.893683
멧토끼,36.82055563,128.8869329
청설모,35.54683374,128.8990719
멧돼지,38.45819403,128.3958216
고라니,36.82111118,128.8838774
고라니,36.86138895,128.8891551
멧돼지,36.93444453,129.3438772
노루,36.90194451,129.0674884
오소리,38.46316626,128.3942939
고라니,38.48433291,128.3987939
오소리,38.47983291,128.3981827
멧돼지,36.93416676,129.3433216
다람쥐,35.55272263,128.8959608
멧돼지,38.47244403,128.3960994
고라니,35.44058376,128.8188776
고라니,35.56277819,128.8910997
두더지,37.75735378,126.6416953
고라니,37.75851572,126.6409811
고라니,35.5324992,127.801505
두더지,35.52109726,127.784485
멧돼지,36.77277791,129.364155
고라니,36.7716668,129.3647105
오소리,35.49658532,127.7856328
멧돼지,35.29636155,128.4621832
두더지,35.52868531,127.798772
두더지,37.75806072,126.6413611
고라니,35.51537643,127.7993689
두더지,37.76042489,126.63914
두더지,37.75892767,126.6407872
고라니,35.29325044,128.4580999
족제비,35.52409643,127.795162
청설모,37.76054433,126.63898
오소리,35.49844143,127.787432
멧돼지,35.30313933,128.4649332
고라니,35.53259142,127.8016689
청설모,35.28900044,128.4587944
오소리,38.21255519,128.1210717
두더지,35.52985531,127.799965
고라니,35.18590875,127.9177222
청설모,37.76092239,126.6386758
족제비,35.52668838,127.7974008
노루,35.5389942,127.789885
오소리,36.77222235,129.3630439
노루,36.8408334,128.9385995
두더지,37.76160517,126.6384272
고양이,35.51101421,127.781742
청설모,35.52928532,127.7999389
멧돼지,35.53067531,127.8008039
멧돼지,35.53894225,127.7897658
멧토끼,35.53260142,127.801722
두더지,37.75938239,126.6393995
고라니,35.52112032,127.7839308
멧돼지,35.29038933,128.4588221
고라니,35.52424338,127.79525
고라니,37.75836239,126.6411275
두더지,36.77111124,129.3647105
고라니,35.28763933,128.4673499
고라니,37.75752239,126.6417561
멧돼지,35.52395143,127.7955208
족제비,35.52660726,127.7973639
청설모,35.49706421,127.7864528
너구리,35.51543726,127.7993328
고라니,35.53105337,127.801307
고라니,37.75763489,126.6416842
고라니,35.29658377,128.4612944
고라니,37.75866405,126.6408489
멧돼지,36.77250013,129.3644327
너구리,35.49701532,127.7864508
오소리,35.29533377,128.4595444
오소리,35.49658838,127.7856358
오소리,35.30313933,128.4649332
너구리,35.18316431,127.9151583
멧돼지,35.52994725,127.7997111
두더지,36.77222235,129.3644327
고라니,37.75865878,126.6409042
족제비,35.52585421,127.7965128
노루,38.21738852,128.1270717
노루,36.77222235,129.3630439
고라니,36.79027791,129.3708216
고라니,35.52089421,127.7842278
고양이,35.52505226,127.793662
두더지,37.76091239,126.6387286
멧돼지,35.53871725,127.7905308
청설모,37.756566,126.6418031
고라니,35.290306,128.4587388
두더지,35.49835226,127.7873728
멧돼지,35.53897642,127.790082
두더지,35.52850225,127.798602
멧돼지,35.18558098,127.91695
고라니,37.76019683,126.6392003
고라니,35.22453652,127.9166917
노루,35.5386292,127.7906289
두더지,35.24370596,127.9236556
두더지,35.28791711,128.4586832
노루,35.53895531,127.7897008
두더지,35.52114726,127.784375
오소리,35.29613933,128.4598777
멧돼지,38.27824964,128.4537106
고라니,35.22069489,128.3776832
다람쥐,38.27413852,128.3497662
족제비,35.52949837,127.800077
너구리,37.76060683,126.6389836
족제비,35.52741532,127.798165
너구리,35.52090532,127.784115
청설모,37.75900017,126.6365725
두더지,37.76138294,126.6385217
두더지,35.52407532,127.795497
족제비,35.52585421,127.79652
족제비,35.49802838,127.7870278
노루,35.53881142,127.790445
족제비,35.29794488,128.4612944
고라니,35.17927542,127.9193278
고라니,37.75965405,126.6402133
고라니,35.49795838,127.7870189
멧토끼,35.52424032,127.7952689
너구리,35.18458098,127.9164028
고라니,37.7598385,126.6400295
두더지,35.51564421,127.799092
오소리,35.30855599,128.4652666
멧돼지,35.49841032,127.7877139
고라니,37.76013961,126.6396145
고양이,35.51626838,127.7995028
고라니,35.23563935,128.5164332
고라니,37.75956822,126.6402872
고라니,35.18011431,127.9416306
고라니,37.75705683,126.6417358
족제비,35.52662226,127.7973578
두더지,35.52445921,127.795767
두더지,37.75608044,126.6402625
고양이,37.75562822,126.6352336
고라니,37.75619155,126.6403278
오소리,38.47244403,128.3960994
청설모,35.52472226,127.7944278
노루,36.77194457,129.3627661
멧돼지,35.53866337,127.79071
오소리,35.49823838,127.78728
멧돼지,35.30744488,128.4657388
오소리,35.24295873,127.9270583
고라니,35.30313933,128.4649332
오소리,36.77222235,129.3630439
오소리,38.27413852,128.3497662
오소리,35.52724142,127.79809
고라니,37.757351,126.64166
멧돼지,35.53910725,127.7901708
오소리,38.21738852,128.1270717
고라니,35.18316431,127.9151583
두더지,35.49836643,127.7873678
고라니,37.75790572,126.6415264
멧돼지,35.29891711,128.4615721
고라니,35.52415643,127.795607
오소리,35.29672266,128.4604055
멧돼지,35.24292818,127.9267556
노루,35.49679226,127.7860128
고라니,37.75752378,126.6417772
고라니,35.24386707,127.9238333
고라니,35.53138337,127.8012189
두더지,35.52440338,127.7957689
고라니,35.52424532,127.795257
개,35.49634921,127.78155
고라니,35.24271151,127.9276778
고라니,37.75942322,126.640405
고라니,37.76048905,126.6390236
고라니,35.36175042,128.3984332
고라니,37.87284072,126.9646835
고라니,35.17749764,127.9093056
너구리,35.36280598,128.4031277
고라니,37.871636,126.9649144
고라니,36.91694454,129.3994327
고라니,35.15863938,128.6106555
고라니,36.82027785,128.8866552
뉴트리아,35.35966708,128.3852666
두더지,37.87274433,126.964611
우수리땃쥐,35.47316703,128.1367666
고양이,37.87133294,126.966283
고라니,36.84174143,128.6281454
두더지,35.48002814,128.1465721
고라니,35.48666703,128.1428221
고라니,37.87088183,126.9636146
노루,38.21738852,128.1270717
두더지,37.87161767,126.9648727
고라니,35.4854448,128.1297388
고라니,35.48847258,128.1296555
너구리,36.91694454,129.3997105
고라니,37.81326991,126.9955994
고라니,35.47616703,128.144711
고라니,35.48525036,128.1386555
고라니,37.87271794,126.9646005
고라니,37.87165433,126.9642071
청설모,35.35991708,128.3854888
너구리,35.35980597,128.3856277
고라니,37.87156878,126.9641896
족제비,35.24438929,127.8857056
고라니,35.15814765,127.9560806
두더지,37.87128544,126.9663107
멧돼지,35.4894448,128.1472944
고라니,36.91722232,129.4002661
고라니,37.81279435,126.9932113
고라니,35.47227814,128.1480444
두더지,37.87195517,126.9652916
고양이,35.47227814,128.1480444
고라니,37.87262628,126.9652591
고라니,35.3608893,128.387461
고라니,37.87077961,126.9634977
멧토끼,38.27824964,128.4537106
두더지,36.85763476,128.6352824
고양이,35.47163925,128.1385166
고라니,35.36300041,128.4033221
청설모,36.85816143,128.6351896
멧돼지,35.17654764,127.9096722
멧돼지,38.21255519,128.1210717
너구리,35.48708369,128.1339332
청설모,37.81342602,126.9970621
오소리,35.29688933,128.4606277
고라니,37.87145378,126.9661549
고라니,35.35977819,128.3856832
청설모,36.84129087,128.6295096
고라니,37.87079211,126.9634469
고라니,37.8710135,126.9636619
고라니,35.17648653,127.9100611
오소리,37.87160683,126.9652116
고라니,37.87155044,126.964001
고라니,37.87147683,126.9660896
멧돼지,36.82027785,128.8866552
고라니,37.87138378,126.963903
멧돼지,35.48847258,128.1296555
두더지,37.87090017,126.9636569
고라니,36.85776921,128.6350424
멧돼지,35.14270876,127.9494222
고라니,37.87273989,126.9646227
고라니,35.14207821,127.9496195
고라니,35.22069489,128.3776832
두더지,37.87147878,126.9640288
두더지,35.48836147,128.1401277
두더지,37.872431,126.9651346
청설모,36.84272171,128.6278754
두더지,37.81295907,126.994031
고라니,35.29688933,128.4606277
두더지,37.87164655,126.9642121
고라니,37.87120905,126.963793
고라니,35.17573098,127.9083
두더지,36.91694454,129.3994327
멧돼지,36.84429837,128.6283716
노루,36.82027785,128.8866552
청설모,35.47841703,128.1294055
청설모,35.47427814,128.1475166
두더지,35.24821985,127.9897195
너구리,35.24680874,127.9883389
오소리,35.24820041,127.988475
고라니,36.99124503,128.9117373
고양이,36.87084946,128.5182004
멧돼지,36.84916678,129.3894327
너구리,35.24677263,127.9882861
고라니,35.48058369,128.1929888
오소리,36.83507892,128.5299796
고라니,35.27608379,128.5901554
고라니,36.8361842,128.5289116
멧돼지,36.99294864,128.8987603
멧돼지,36.99321614,128.9120603
고라니,35.15863938,128.6106555
족제비,35.24930319,127.992375
고라니,35.48886147,128.1981555
노루,38.21738852,128.1270717
고라니,35.15252542,127.8752945
두더지,35.49088925,128.1903777
멧돼지,35.23444763,127.9890556
고라니,35.46669481,128.2032388
청설모,35.48663925,128.1908221
멧돼지,35.22069489,128.3776832
멧돼지,35.24898097,127.9898945
고라니,35.47727814,128.1801277
청설모,36.83610892,128.5292524
청설모,35.47727814,128.1801277
고양이,35.46836148,128.199961
고라니,35.24558652,127.9880806
너구리,35.48886147,128.1981555
오소리,36.99290086,128.9115123
멧돼지,35.47816703,128.1833221
너구리,35.47961147,128.1792388
청설모,36.89302031,128.6399174
고라니,35.47280592,128.1736832
고라니,35.47958369,128.1727944
멧돼지,35.48011147,128.1901277
오소리,36.99272336,128.9000545
고라니,35.24905874,127.9892667
두더지,35.15601709,127.8767195
고라니,35.46461148,128.2157944
고라니,35.46450037,128.2295166
청설모,36.8597221,126.9788779
고라니,38.32833295,128.3653495
노루,35.27608379,128.5901554
고라니,38.31188852,128.3594328
너구리,35.46461148,128.2157944
너구리,36.83655155,126.9266971
너구리,36.83909627,126.9435607
고라니,37.87068851,127.1186221
오소리,38.21255519,128.1210717
다람쥐,37.87045518,127.1186249
멧돼지,38.31983295,128.3489884
고라니,36.76611125,129.4447105
멧돼지,38.32416629,128.3507662
고라니,36.76416681,129.4427661
다람쥐,35.46988926,128.2464055
고라니,36.76638903,129.444155
다람쥐,36.85987488,126.9789418
두더지,35.47272259,128.2093499
고라니,36.83720071,126.9262223
멧돼지,36.76527792,129.4435994
고라니,36.85718044,126.9783418
고라니,36.75333347,129.4408216
고라니,36.84074377,126.9504215
고라니,35.22069489,128.3776832
고라니,36.83727877,126.9261107
청설모,36.83527794,126.9263279
고라니,36.76861125,129.4313772
노루,38.31169407,128.3608495
두더지,36.76638903,129.444155
두더지,35.46555593,128.2391555
고라니,36.76583347,129.4430439
고양이,36.83794766,126.9432148
고라니,35.4740837,128.2122388
멧돼지,38.31169407,128.3608495
멧돼지,38.32413851,128.3503217
등줄쥐,36.84006321,126.9422304
멧돼지,38.32591629,128.3524051
등줄쥐,36.86347488,126.9763779
두더지,38.31169407,128.3608495
청설모,36.83537682,126.9238443
고라니,35.15863938,128.6106555
너구리,36.76888903,129.4310994
두더지,36.83682377,126.9265629
고라니,36.83530349,126.9298226
고라니,36.75333347,129.4408216
고라니,37.87049129,127.1184638
청설모,36.83605295,126.9425568
고라니,36.83985155,126.9482909
노루,38.21255519,128.1210717
다람쥐,35.46827815,128.2168499
멧돼지,38.31697184,128.3521273
고라니,35.46555593,128.2391555
고라니,36.75361126,129.4530439
다람쥐,36.83379072,126.9428718
멧돼지,36.76444458,129.4427661
멧돼지,35.15846987,127.9696
노루,36.90194451,129.0674884
고라니,37.8701274,127.1188249
노루,38.31983295,128.3489884
멧돼지,38.32672184,128.3533495
고라니,35.4683337,128.2131277
고라니,35.16237821,127.9672195
노루,36.76976125,129.4311264
고라니,36.76500014,129.4433216
다람쥐,38.3136663,128.3550717
두더지,36.84052766,126.9482329
너구리,36.86167488,126.9726529
다람쥐,36.83690627,126.9428357
다람쥐,35.1626921,127.9671889
두더지,35.16404487,127.966825
고양이,35.48969481,128.2273777
고라니,35.16553099,127.9596
두더지,36.8647471,126.9832307
오소리,38.32199962,128.3458217
오소리,36.76500014,129.4430439
두더지,36.84037877,126.9422065
너구리,36.84472211,126.971189
족제비,36.86388599,126.9856668
고라니,35.49275036,128.2197666
고라니,36.83666127,126.9265973
노루,38.31224963,128.3588773
오소리,38.33886074,128.4433216
오소리,38.3587774,128.4478216
너구리,38.34249962,128.4344883
족제비,35.44522266,128.8612387
너구리,36.82129433,126.9063918
너구리,36.82082767,126.9370251
고라니,36.82082767,126.9370251
오소리,38.36030518,128.4453216
등줄쥐,36.823986,126.9125751
고라니,37.78806631,127.0440638
고라니,36.81867767,126.9024946
멧돼지,38.3587774,128.4478216
멧토끼,35.44300044,128.8604609
고라니,38.34249962,128.4344883
고라니,35.15863938,128.6106555
고양이,36.801236,126.9289946
노루,38.21738852,128.1270717
족제비,35.4549171,128.8652943
다람쥐,37.78774408,127.0441971
두더지,37.78782186,127.0441555
두더지,36.81383045,126.9405029
고라니,38.27824964,128.4537106
고라니,36.8212135,126.9058668
고라니,35.41822266,128.8488776
두더지,36.82398045,126.9149251
족제비,36.82585266,126.8822196
고라니,35.22069489,128.3776832
오소리,35.45605599,128.8641554
다람쥐,35.45272265,128.8697109
고라니,36.82027785,128.8866552
고라니,35.44300044,128.8604609
오소리,38.35947184,128.448655
멧돼지,37.78786353,127.0440971
고라니,35.44402822,128.8621831
고라니,37.78797464,127.0440527
오소리,38.34074963,128.4436827
족제비,38.35908295,128.4482383
고라니,36.8408334,128.9385995
오소리,35.4551671,128.8647387
고라니,38.3592774,128.446905
두더지,38.33886074,128.4433216
멧돼지,38.34074963,128.4436827
고라니,38.33886074,128.4433216
오소리,38.27413852,128.3497662
멧돼지,35.22277824,128.4683777
고라니,37.94363017,127.1462332
고라니,35.40311155,128.7674609
고라니,37.90083018,127.1424305
멧돼지,37.90083851,127.1425582
고라니,37.77273021,127.093961
청설모,37.90078018,127.1427527
고라니,35.24688936,128.7179887
고라니,37.77253854,127.0939305
두더지,38.38852739,128.3856551
오소리,37.94359683,127.1463582
너구리,35.40063933,128.7836554
고라니,37.94370239,127.1461416
고라니,37.77299687,127.0941194
고라니,37.9440885,127.146111
오소리,38.38852739,128.3856551
멧돼지,38.30836074,128.3651551
두더지,35.39502822,128.7528498
오소리,37.90098295,127.1429444
오소리,37.77241632,127.0936916
멧돼지,37.94368294,127.1463888
다람쥐,37.94341072,127.1464471
멧돼지,38.33736073,128.3890717
멧돼지,38.21255519,128.1210717
너구리,35.29688933,128.4606277
멧돼지,35.38300044,128.7726554
고라니,35.15863938,128.6106555
두더지,37.94389683,127.1461971
노루,38.21738852,128.1270717
고라니,35.22069489,128.3776832
멧돼지,37.77308298,127.0940666
고라니,35.37886155,128.7686276
오소리,37.77288576,127.094061
고라니,35.38891711,128.7669054
고라니,38.38852739,128.3856551
고라니,37.90081073,127.1429694
노루,35.31555595,127.9386
오소리,35.36444481,127.9538778
고라니,35.22277824,128.4683777
고라니,35.23563935,128.5164332
노루,38.21738852,128.1270717
다람쥐,38.27413852,128.3497662
고라니,35.3222226,127.9430445
고라니,35.33750038,127.9386
고라니,35.22069489,128.3776832
고라니,35.36719204,127.9552111
멧돼지,35.36527815,127.9538778
멧돼지,35.31527816,127.9355445
고라니,35.36555593,127.9538778
멧돼지,36.92166677,129.3952661
고라니,35.32111149,127.9324889
두더지,35.31527816,127.9347111
두더지,35.36750037,127.9555445
오소리,38.27824964,128.4537106
고라니,35.31416706,127.9349889
너구리,36.8408334,128.9385995
오소리,35.31527817,127.9361
다람쥐,35.36805593,127.9555445
고라니,35.15863938,128.6106555
너구리,36.88628044,127.0626806
고라니,35.19063936,128.5336277
고라니,35.36500037,127.9541556
고라니,35.34561151,128.1416278
청설모,35.37341706,128.1516555
다람쥐,36.98014752,128.8017924
멧토끼,35.35880596,128.175961
노루,38.21255519,128.1210717
고슴도치,36.96578059,128.838469
고라니,36.99073696,128.7904766
다람쥐,36.96504892,128.8407823
너구리,35.37263928,128.1751277
노루,36.90055563,129.0847106
다람쥐,35.33527816,127.8974889
고라니,35.3656115,128.1704332
두더지,35.36222259,127.8841556
고라니,36.96578059,128.838469
청설모,35.34519484,128.1508778
너구리,35.34283373,128.1623499
너구리,35.36163929,128.1978777
고라니,35.28055595,127.9372111
고라니,35.35994484,128.1889888
고라니,35.35305595,128.1455722
고라니,35.3122226,127.8952667
고라니,35.34533373,128.1705166
두더지,35.3122226,127.8949889
멧돼지,35.34444481,127.8849889
오소리,35.36194481,127.8849889
너구리,35.36650039,128.1545721
오소리,35.28000039,127.9361
고라니,35.33980596,128.1633499
고라니,35.2750004,127.9386
노루,36.97636113,128.8067754
두더지,36.98083863,128.8016596
고라니,36.97992335,128.7935724
멧돼지,35.29688933,128.4606277
고라니,35.33622262,128.1546278
두더지,35.37016706,128.1546832
멧돼지,35.36194483,128.1785721
고라니,35.3022226,127.8966556
고라니,35.34263929,128.1789055
청설모,36.96520836,128.8424184
멧돼지,35.36805595,128.1559332
멧돼지,35.29583372,127.8888778
두더지,36.98428335,128.7842304
고라니,35.37177817,128.1534055
노루,38.21738852,128.1270717
고라니,35.2811115,127.9372111
멧돼지,35.24688936,128.7179887
청설모,36.98034974,128.7984416
오소리,36.96570642,128.8396903
두더지,35.37238928,128.1812666
멧토끼,36.82027785,128.8866552
고라니,35.37277817,128.1508777
족제비,35.29666706,127.8888778
두더지,35.36338928,128.1516555
청설모,35.3362504,128.1486556
고양이,35.34094484,128.1917944
청설모,35.36977817,128.1820444
노루,36.96578059,128.838469
고라니,35.36755595,128.1595444
오소리,36.96578059,128.838469
너구리,35.34772262,128.1575721
고라니,35.33861149,127.8977667
청설모,35.36577817,128.1835721
고라니,36.8408334,128.9385995
고라니,35.36780595,128.1487944
너구리,35.3022226,127.8966556
고라니,35.15863938,128.6106555
두더지,35.27944483,127.9358222
멧돼지,35.28055595,127.9369333
멧돼지,35.22069489,128.3776832
고라니,35.3487504,128.1486556
고라니,35.37108372,128.1675166
고라니,35.34577818,128.1582388
너구리,36.98755169,128.7866866
노루,36.8408334,128.9385995
노루,38.21738852,128.1270717
노루,38.27824964,128.4537106
두더지,35.3497226,127.9894333
청설모,35.30719485,128.15285
고라니,35.35000038,127.9894333
너구리,35.30327819,128.1747667
청설모,35.32336152,128.1899055
고라니,35.31708374,128.1947944
고라니,35.30652819,128.1785166
고라니,35.27500039,127.8944333
청설모,35.27500039,127.8944333
고라니,35.32241707,128.1285445
고라니,36.90055563,129.0847106
고라니,35.30819485,128.1731833
청설모,35.31994484,128.1370445
두더지,35.31636151,128.1482389
멧돼지,35.3497226,127.9894333
너구리,35.30480597,128.1577667
고양이,35.29997263,128.1502667
족제비,35.27388928,127.8944333
너구리,35.31402819,128.1999888
청설모,35.3166393,128.1772388
고라니,35.31994484,128.1370445
고라니,35.32763929,128.1422667
족제비,35.33666705,127.9880445
고라니,35.22069489,128.3776832
고라니,35.32041707,128.1540445
고라니,35.2983893,128.1553778
멧돼지,35.33011151,128.1780721
너구리,35.34555594,127.9913778
청설모,35.32838929,128.1487945
고라니,35.3497226,127.9908222
고라니,35.31636151,128.1482389
고라니,35.32394484,128.1356278
두더지,35.32311151,128.1510445
고라니,35.32052819,128.1785166
두더지,35.27333372,127.8944333
멧돼지,35.32838929,128.1487945
족제비,35.3275004,128.1858499
멧돼지,35.3497226,127.9897111
고라니,35.32166705,127.9549889
다람쥐,35.31638928,127.9683222
너구리,35.27019486,128.1589611
오소리,36.82027785,128.8866552
노루,38.21738852,128.1270717
두더지,35.28161152,128.1534611
고라니,35.26263931,128.1956832
고라니,35.31666706,127.9680445
다람쥐,38.27413852,128.3497662
두더지,35.31694483,127.9677667
노루,38.21255519,128.1210717
오소리,38.27413852,128.3497662
청설모,35.26283384,129.116683
고양이,35.26925042,128.1829056
고라니,35.26569486,128.1622945
고양이,35.25622264,128.1455722
두더지,35.28325042,128.194211
고라니,35.26925042,128.1829056
등줄쥐,35.25411162,129.1138497
오소리,35.25605607,129.1152942
고라니,35.2697782,128.1477111
고라니,35.27266709,128.2040721
멧돼지,35.26411162,129.1173219
멧돼지,35.22277824,128.4683777
노루,36.90194451,129.0674884
너구리,35.27500041,128.1450167
고양이,35.26541709,128.1550167
멧돼지,35.2544171,128.2011277
고라니,35.15863938,128.6106555
너구리,35.25972264,128.1944333
고라니,35.31944483,127.9652667
고라니,35.27719486,128.1607111
고라니,35.27386161,129.1122664
고라니,35.27580598,128.1542389
멧돼지,38.21738852,128.1270717
멧돼지,35.31916706,127.9819333
두더지,35.26466709,128.1479333
고라니,35.27055598,128.1898778
고라니,35.2617782,128.2048499
다람쥐,38.27824964,128.4537106
청설모,35.28161152,128.1534611
청설모,35.28125042,128.1789056
고라니,35.28438931,128.1884055
두더지,35.28052819,128.1586278
고라니,35.27588931,128.1832945
너구리,35.27347264,128.1934888
고라니,35.28672263,128.1574889
멧돼지,38.13575513,127.3410887
너구리,35.47131713,129.2305303
고라니,38.13853568,127.3417276
고라니,38.13520513,127.339997
다람쥐,38.13598568,127.3414581
두더지,38.13749957,127.339722
