지역,발생건수,위도,경도,도로등급구분코드
강원 삼척시,1,37.456677067015605,129.18507244031983,103
서울 동작구,1,37.5143498719397,126.9450929471662,103
경기 이천시,1,37.23925163629508,127.34189554047668,103
경기 이천시,1,37.241084742612536,127.34164551239536,103
경기 평택시,1,37.100068634289485,127.04098418938403,103
서울 강서구,1,37.54812123434169,126.81732667942865,103
전북 완주군,1,35.85644419504019,127.24344305378034,103
경북 문경시,1,36.60589887090745,128.16602879833957,103
서울 성동구,1,37.55145870534927,127.06921867536684,103
경기 의왕시,1,37.36273039136405,126.9975643552866,103
경북 영주시,1,36.82099280227817,128.62561751934476,103
전북 익산시,1,36.01014401789385,127.01484968326406,103
경기 광주시,1,37.36051123062855,127.1520216217788,103
경기 수원시 권선구,1,37.24105109538472,127.0173158660222,103
서울 광진구,1,37.55054250583698,127.08880012617878,103
강원 영월군,1,37.26629367465672,128.28313715554327,103
강원 영월군,1,37.2769033176407,128.2734433288301,103
경기 광주시,1,37.43428152102986,127.23367824364963,103
경기 용인시 수지구,1,37.32248749744225,127.12010913647568,103
경기 광주시,1,37.40070150979224,127.19179438770284,103
천안,1,36.67328875474802,127.1427361913802,103
경남 밀양시,1,35.57731117737651,128.79908131277452,103
당진,1,36.8947808052895,126.63708454889333,103
경기 하남시,1,37.53299221237583,127.26017282733318,103
경기 군포시,1,37.34745376252547,126.95812417922905,103
화성,1,37.19855438448739,126.9127994302737,103
제주특별자치도 서귀포시,1,33.433056181373054,126.82529238719808,103
경기 안양시 동안구,1,37.39866997421979,126.97045486628248,103
충남 예산군,1,36.66817179185563,126.77713269811692,103
화성,1,37.24185538157831,126.95204440606794,103
경기 평택시,1,37.10762299306947,127.02534660511787,103
서울 은평구,1,37.618892149725205,126.9158150508572,103
천안,1,36.87931864132754,127.09931802400756,103
서울 노원구,1,37.63725376947151,127.0675774854962,103
서울 노원구,1,37.63725376947151,127.0675774854962,103
경기 안산시 단원구,1,37.32550840287484,126.7576443101398,103
홍천,1,37.730201165712366,127.8388051956648,103
서울 노원구,1,37.66436134530041,127.05505015111372,103
당진,1,36.97813231231508,126.66560729070532,103
충북 음성군,1,37.01789494920975,127.63595677168,103
서울 동작구,1,37.49079785280664,126.98203445950078,103
인천 계양구,1,37.53653761915013,126.72261403442262,103
충북 청주시 흥덕구,1,36.6827925277496,127.41668178742384,103
인천 서구,1,37.59769533958222,126.63953710135148,103
전북 임실군,1,35.54637134738199,127.316166540655,103
경기 의정부시,1,37.749601806249,127.10265415214216,103
화성,1,37.25982351335518,126.8454431545028,103
경기 포천시,1,37.94830361161828,127.31304443698424,103
경기 포천시,1,37.94455405065855,127.31198909535595,103
경기 포천시,1,37.94316531310376,127.31098923416508,103
제천,1,37.10842013891472,128.08543862894413,103
화성,1,37.28423834439858,126.90882519638367,103
강원 춘천시,1,37.731363228360486,127.60091163850552,103
충북 청주시 흥덕구,1,36.63579847635547,127.43240380633664,103
경기 수원시 장안구,1,37.31295907004851,127.01995247282544,103
경북 안동시,1,36.54146779090727,128.46636310935915,103
천안,1,36.80252299154287,127.13398347073984,103
충남 아산시,1,36.87090021801173,126.94366663348464,103
당진,1,36.83881477182995,126.60328378540684,103
부산 금정구,1,35.251466258630735,129.09125751185013,103
경기 용인시 기흥구,1,37.26963283587438,127.12158271304308,103
충남 홍성군,1,36.63525849858876,126.74274801700668,103
서울 동대문구,1,37.59078716003788,127.06457911211588,103
서울 동대문구,1,37.59125935343328,127.06616227748788,103
서울 동대문구,1,37.59167599552688,127.06760656910916,103
서울 동대문구,1,37.59189820326559,127.0683009394527,103
화성,1,37.12772968895053,126.9149123109274,103
세종특별자치시 세종시,1,36.53039116682975,127.2464245862272,103
시흥,1,37.35167144338961,126.73284044080812,103
화성,1,37.11694914485539,126.68532379250148,103
충남 태안군,1,36.53479163869828,126.35178845527513,103
화성,1,37.13886344692549,126.70215488641313,103
전남 신안군,1,34.856960937142546,126.12637997461232,103
부산 기장군,1,35.3473192930703,129.26223886960375,103
대구 달서구,1,35.79639125096289,128.5284617616023,103
인천 서구,1,37.59955729036477,126.6993645308046,103
경기 의정부시,1,37.69832927341331,127.04691107931816,103
서울 강남구,1,37.48685571958086,127.08324693317518,103
경기 고양시 덕양구,1,37.701576196314136,126.89903655073188,103
충북 청주시 청원구,1,36.736980533569806,127.42204087159396,103
화성,1,37.10495418762592,126.88755448759194,103
화성,1,37.09987145924582,126.88688802670164,103
울산 울주군,1,35.48363551966756,129.20849003574676,103
당진,1,36.81643121705933,126.75296434651574,103
서울 중구,1,37.56417806099793,126.99658650572954,103
서울 중구,1,37.56415027002642,126.99566992926748,103
전남 신안군,1,34.85815531462351,126.13096284494016,103
전남 신안군,1,34.85732203122694,126.1279631492334,103
부산 동래구,1,35.198139035045024,129.08200985904642,103
충남 아산시,1,36.79679935745641,127.01607834216256,103
충남 홍성군,1,36.65158854633228,126.6676437185792,103
서울 강동구,1,37.560375796334775,127.1523214311925,103
경기 포천시,1,37.95946902064557,127.3188768698844,103
충북 청주시 흥덕구,1,36.66687791327037,127.4240704091391,103
서울 관악구,1,37.45271858631991,126.9503164087946,103
인천 계양구,1,37.52681666366067,126.7271416435676,103
경기 이천시,1,37.18487251757051,127.51538030088292,103
강원 속초시,1,38.19113162887766,128.5887736504024,103
경기 평택시,1,37.09165362838089,127.07664763548104,103
경기 평택시,1,37.09626488201728,127.11567150349748,103
경기 평택시,1,37.09676485338748,127.1174490950602,103
경기 평택시,1,37.09695928725436,127.11817124187584,103
경기 평택시,1,37.09726482676036,127.1193377869714,103
경기 용인시 처인구,1,37.097681467407256,127.12069875456127,103
경기 용인시 처인구,1,37.10007021368549,127.12886456320852,103
경기 용인시 처인구,1,37.10045907943444,127.13019775648752,103
인천 계양구,1,37.55723031947267,126.7662758523516,103
홍천,1,37.69156808886731,127.89752286788377,103
화성,1,37.108063433287086,126.80386807923892,103
제주특별자치도 제주시,1,33.42043911634074,126.36308562196278,103
화성,1,37.21860354625642,126.6903205011709,103
충남 계룡시,1,36.29983530843498,127.2319878136291,103
제주특별자치도 서귀포시,1,33.28839665254182,126.2191575280449,103
전북 완주군,1,35.67585221654344,127.1042943878678,103
화성,1,37.2211318675763,126.7383435369701,103
당진,1,36.95177308560731,126.59080970981697,103
당진,1,36.90327941138452,126.61630855419114,103
화성,1,37.168415522427296,126.70840346334175,103
충남 아산시,1,36.7954664818884,127.03274343652164,103
시흥,1,37.43616212065702,126.78713833740898,103
전남 영암군,1,34.797199761837724,126.70352128839662,103
울산 울주군,1,35.57223616307569,129.208709721176,103
제주특별자치도 제주시,1,33.442998305520135,126.75346549087423,103
홍천,1,37.62532181942874,127.6667694761544,103
세종특별자치시 세종시,1,36.541499915618814,127.18904090741624,103
전남 장성군,1,35.23753809905277,126.80158438733888,103
경기 남양주시,1,37.68355804448901,127.30638618325032,103
서울 성북구,1,37.60336804509402,127.01419477845748,103
서울 영등포구,1,37.54070683478616,126.89318059618276,103
서울 도봉구,1,37.656306551595634,127.0428849038732,103
충북 음성군,1,37.016450028308256,127.60051578637432,103
경기 평택시,1,37.09984644399944,127.04126194645276,103
전남 담양군,1,35.330113511959354,126.9822871287851,103
경기 오산시,1,37.1459245847634,127.06339739916228,103
경기 남양주시,1,37.66758523631213,127.16817790498236,103
경기 남양주시,1,37.6684462378173,127.1679279044746,103
서울 노원구,1,37.652473960522094,127.05799464997295,103
창원,1,35.268038800762554,128.61574595239432,103
충남 아산시,1,36.79532761572129,127.03307674149968,103
충남 아산시,1,36.82529582630253,127.01127246637728,103
경기 파주시,1,37.82991827392443,126.71357882295312,103
경기 과천시,1,37.45116444384887,127.01817095423226,103
경기 용인시 수지구,1,37.3258482105863,127.12069231780336,103
경기 용인시 처인구,1,37.23863783865642,127.1900213936243,103
경기 안양시 동안구,1,37.40011439089172,126.97867624730092,103
서울 강남구,1,37.51260178816754,127.0393615848788,103
경기 광주시,1,37.47550145158744,127.38244037426624,103
경기 광주시,1,37.47708464795272,127.3854678120391,103
경기 안성시,1,37.005693583955,127.1745294554926,103
부산 기장군,1,35.21677827731724,129.21766335998058,103
경기 안성시,1,37.02010848167946,127.17325139765737,103
충남 서산시,1,36.819508499872285,126.42769021156874,103
충남 홍성군,1,36.58845723810114,126.66503455339324,103
강원 속초시,1,38.15735736086352,128.55758330536642,103
보은,1,36.46990825439432,127.78931866660908,103
경기 안성시,1,36.982366273654456,127.35151300661497,103
창원,1,35.11911059861376,128.54309013910543,103
광주 동구,1,35.16029936625343,126.92471356269066,103
경기 평택시,1,37.06909994119189,127.02834738993086,103
경기 김포시,1,37.64005201456808,126.68086519737338,103
경기 용인시 처인구,1,37.34259806281025,127.22476506536348,103
전북 순창군,1,35.47181792224776,126.92703874407152,103
경기 남양주시,1,37.64536812342117,127.29913800081974,103
화성,1,37.21729981785575,126.78439472023672,103
경기 용인시 수지구,1,37.331069250562656,127.09041733386252,103
경기 수원시 팔달구,1,37.286628397643256,126.98992835562278,103
인천 중구,1,37.45576388479302,126.3942872668378,103
경기 여주시,1,37.26355817326056,127.5562629709957,103
경기 용인시 처인구,1,37.140899836263976,127.19760675530786,103
화성,1,37.11753248678159,126.68982333921778,103
경기 여주시,1,37.24208962073897,127.61406355350393,103
제주특별자치도 서귀포시,1,33.39822629292077,126.7880466454947,103
경남 남해군,1,34.77591864188989,127.97792987944516,103
경기 파주시,1,37.72684859482068,126.7718816046188,103
경기 포천시,1,37.80484632948325,127.17214575614004,103
강릉,1,37.76674522184005,128.91217233144732,103
경남 김해시,1,35.36511478189004,128.8380002441482,103
당진,1,36.82073621249371,126.7507422221669,103
화성,1,37.19503070090095,127.11697415593392,103
서울 성북구,1,37.600785507715166,127.04072004191995,103
인천 부평구,1,37.47804529274888,126.75286272635844,103
대전,1,36.33300139091494,127.42249644518058,103
경기 광주시,1,37.31657565013772,127.3456151912017,103
경기 광주시,1,37.31627014184064,127.34617070162577,103
서울 은평구,1,37.58453512633714,126.91003881606709,103
광주 서구,1,35.15074377167851,126.85574810937014,103
부산 금정구,1,35.28996208478343,129.11064351675674,103
서울 금천구,1,37.453995645737365,126.91904164242622,103
제주특별자치도 제주시,1,33.544707221163485,126.66269380479726,103
경기 광주시,1,37.36731614164936,127.16210378152113,103
제주특별자치도 제주시,1,33.4399985514864,126.74710503930208,103
경기 광주시,1,37.32199155645133,127.34000446919484,103
경기 양평군,1,37.40368383090811,127.7597391973812,103
경기 광주시,1,37.2761351507528,127.29267703736085,103
경기 광주시,1,37.28802308680367,127.31959075449603,103
경기 광주시,1,37.29413360341001,127.3276731293186,103
화성,1,37.21658061798173,126.94887875511613,103
당진,1,36.88603111100205,126.59397785342432,103
당진,1,36.90236407891206,126.68605181946242,103
경기 파주시,1,37.76798088574928,126.68447233034831,103
당진,1,36.83145482688222,126.6190046839716,103
경기 용인시 처인구,1,37.225889375339776,127.1894107029162,103
대구 남구,1,35.84991357989041,128.57765006425336,103
충남 아산시,1,36.79563312049776,127.03229903039409,103
인천 미추홀구,1,37.43907612697476,126.65773421393496,103
경남 합천군,1,35.52086183998967,128.17036423705443,103
화성,1,37.282016388862864,126.90863083314478,103
경남 양산시,1,35.331455690428534,129.03073315411754,103
광주 북구,1,35.148662950049854,126.98870780239083,103
경기 수원시 팔달구,1,37.27987951111408,127.00623251669424,103
충남 태안군,1,36.67716193754919,126.2716257907397,103
당진,1,36.83887032017216,126.60325600881744,103
경기 평택시,1,36.9864696556513,126.94927401222904,103
당진,1,36.90475294291072,126.70110585126255,103
경기 의정부시,1,37.7300478471648,127.05924229314267,103
경기 광주시,1,37.33793400285077,127.3366432273003,103
당진,1,36.99946263648007,126.64160903667552,103
화성,1,37.20336105586756,127.0076789715276,103
경기 용인시 처인구,1,37.19550430073806,127.1963831090916,103
경기 용인시 처인구,1,37.10307009563588,127.14250204690718,103
경기 용인시 처인구,1,37.10326453152195,127.1433352940708,103
경기 용인시 처인구,1,37.10637546822319,127.15458411711732,103
경기 용인시 처인구,1,37.13026172514881,127.16924869122552,103
경기 용인시 처인구,1,37.13242814511996,127.17013743300068,103
경기 평택시,1,36.96122213937741,126.9169445073726,103
논산,1,36.22700993481357,127.18766069381456,103
경기 이천시,1,37.16306955597098,127.51274229203416,103
경기 용인시 처인구,1,37.11934892186272,127.3095131962252,103
경기 용인시 처인구,1,37.11779355482588,127.30951324027492,103
경기 광주시,1,37.28332892060574,127.30359244012736,103
경기 광주시,1,37.28982849104135,127.32331256417936,103
경기 부천시,1,37.51998542107456,126.79746830224332,103
부안,1,35.71095313646377,126.75685435234688,103
경기 용인시 처인구,1,37.16101068367953,127.31753901564404,103
경기 고양시 덕양구,1,37.72237915029864,126.89570294788804,103
부산 해운대구,1,35.174225962576806,129.1235344303186,103
울산 울주군,1,35.4370027775298,129.242238202464,103
충남 홍성군,1,36.65519992020235,126.70766753350424,103
인천 계양구,1,37.546092054127335,126.72514129623656,103
전남 무안군,1,34.95456494823848,126.39899067141648,103
서울 도봉구,1,37.66324990855071,127.02966377313828,103
충남 아산시,1,36.77969136114233,127.074850917973,103
경기 이천시,1,37.1846773778241,127.47618965301484,103
경북 경산시,1,35.84202888762032,128.7519394068618,103
부안,1,35.69906525834557,126.73291249774348,103
전북 익산시,1,35.96292698840592,126.9882701370442,103
경기 평택시,1,36.98135860513406,126.91788830421456,103
경기 용인시 기흥구,1,37.30601760524969,127.138246730719,103
전북 익산시,1,35.94870610706438,126.9674669437219,103
경기 용인시 처인구,1,37.1207626275169,127.1554169652084,103
인천 서구,1,37.52234402431391,126.67314704394096,103
강원 고성군,1,38.27623163916298,128.5528855645297,103
화성,1,37.18677840306546,126.93326999341556,103
강원 횡성군,1,37.5112905408868,128.21877492494934,103
경기 부천시,1,37.51368016618397,126.77130436766056,103
경기 남양주시,1,37.7487702170528,127.19245095936188,103
서울 동작구,1,37.50435111808099,126.94662085997464,103
전북 완주군,1,35.74173344058277,127.11573601879294,103
충남 예산군,1,36.684864774034565,126.8087125307022,103
경북 경산시,1,35.86880395213719,128.77690851717767,103
화성,1,37.07590183209342,126.86927928855938,103
시흥,1,37.37930780634478,126.77994618897786,103
천안,1,36.768722840107706,127.20769951958708,103
원주,1,37.312975721141214,127.9260035558333,103
인천 남동구,1,37.439466592275295,126.74897530009802,103
경기 평택시,1,37.10009640620758,127.04084531317888,103
충북 청주시 흥덕구,1,36.65610228627521,127.47117729328404,103
시흥,1,37.39444519045675,126.7989161382156,103
충남 태안군,1,36.50568394882404,126.34626197725127,103
경북 군위군,1,36.22783947188484,128.5091736130248,103
대전,1,36.43023964422928,127.41902188697269,103
전남 영광군,1,35.24989126578384,126.41678727501998,103
세종특별자치시 세종시,1,36.49592316350397,127.25025849614316,103
경기 여주시,1,37.20090198468515,127.7122774728048,103
경기 여주시,1,37.204484235528405,127.67725297552865,103
경기 양주시,1,37.80276204567512,127.10631891928584,103
부여,1,36.25072383222632,126.87607881390416,103
화성,1,37.17814011104781,126.9079671360406,103
화성,1,37.17966770974625,126.90832816947912,103
충남 아산시,1,36.83651669095335,127.01124438219384,103
경북 경주시,1,35.95977523841594,129.29588483229614,103
경기 용인시 수지구,1,37.343983854664245,127.06316961650536,103
경기 김포시,1,37.64466132771359,126.61162184474084,103
경기 평택시,1,37.11751038473135,127.0087368280962,103
경기 평택시,1,37.10856725574482,127.0215969422356,103
경기 평택시,1,37.09998531255709,127.04106751697049,103
경기 포천시,1,37.97546481000427,127.1968883420879,103
경기 포천시,1,37.97743682056117,127.19849923740608,103
서울 중랑구,1,37.60920173603792,127.07310552976728,103
경기 고양시 덕양구,1,37.602115592141,126.8699311215356,103
함평,1,35.05308351325457,126.54797413830138,103
경기 파주시,1,37.724625684161154,126.7183869062354,103
대구 수성구,1,35.845915835480824,128.6730022935153,103
부산 금정구,1,35.22913562814224,129.0950633346066,103
충북 청주시 상당구,1,36.62349595447202,127.51814591371532,103
제주특별자치도 제주시,1,33.48685025800492,126.50159900489254,103
대전,1,36.34347251643533,127.43146752184498,103
원주,1,37.36296847240911,127.86264709982748,103
화성,1,37.26032354822262,126.8508037303254,103
경기 남양주시,1,37.71835618796286,127.1336798035394,103
화성,1,37.19861121009858,126.98412583568722,103
경기 남양주시,1,37.64583925854939,127.2430323449494,103
서울 성동구,1,37.54893057852615,127.03297228151663,103
서울 영등포구,1,37.53437436406961,126.89820806309626,103
전북 군산시,1,35.965366441105786,126.71690713587388,103
화성,1,37.18897169187325,126.88349698836494,103
충남 예산군,1,36.66533689744796,126.66836550143628,103
경기 포천시,1,37.8473136619997,127.18847625425224,103
당진,1,36.91802818995248,126.64861057742952,103
대구 달성군,1,35.8813798840364,128.4607157779618,103
인천 강화군,1,37.640020772331575,126.48580096453192,103
순천,1,34.95572226841267,127.4931651436426,103
화성,1,37.152170533526586,126.87944285143558,103
화성,1,37.146809942634064,126.87211037912058,103
화성,1,37.146032259284645,126.87211040074168,103
화성,1,37.04004361231096,126.7870660321272,103
화성,1,37.03904380590043,126.7911489969314,103
서울 광진구,1,37.527600673010326,127.07866288200952,103
부산 기장군,1,35.31682281426672,129.25832342776323,103
창원,1,35.116116324150205,128.83522959105497,103
경기 포천시,1,37.96138437412293,127.26054918901042,103
경기 용인시 처인구,1,37.19322672292865,127.19216136055296,103
충남 아산시,1,36.81726818033063,126.96408280142558,103
서울 강남구,1,37.50696382511383,127.05255490457468,103
충남 아산시,1,36.84626554243785,127.01296616935232,103
울산 울주군,1,35.55484889615028,129.1858512440541,103
강원 철원군,1,38.20838585302142,127.472715484272,103
공주,1,36.494088028243446,127.136686123169,103
충남 보령시,1,36.29804544354269,126.52811100560432,103
화성,1,37.18441364309048,126.71206933140152,103
경기 안성시,1,36.99452773180171,127.14464376937278,103
대구 남구,1,35.830165618445,128.56101329981007,103
전남 여수시,1,34.743807285688945,127.74917433797395,103
서울 광진구,1,37.55640298292792,127.0932161944547,103
경북 안동시,1,36.54707850046733,128.48075046502854,103
경기 안산시 단원구,1,37.26734531391435,126.55988741097816,103
경기 안산시 단원구,1,37.26523444601839,126.55910976716903,103
천안,1,36.749864622384926,127.2420300671302,103
화성,1,37.12939434793471,126.81350544182654,103
전남 나주시,1,34.99614727288965,126.6346617812399,103
제주특별자치도 제주시,1,33.49845953666087,126.47160153158616,103
인천 강화군,1,37.63310376890711,126.41889104784356,103
경남 진주시,1,35.136240214769366,128.14309937264014,103
경기 용인시 처인구,1,37.288826690819256,127.21773950149256,103
충남 태안군,1,36.8393908708893,126.18929614961662,103
경기 가평군,1,37.81857326853312,127.51805602144992,103
경기 가평군,1,37.81990646088288,127.51922253487304,103
경북 영주시,1,36.72755923647716,128.6072609142669,103
인천 서구,1,37.51459500083268,126.67489709043518,103
경기 광명시,1,37.452272589929066,126.86093624373464,103
강원 횡성군,1,37.51173501882316,128.22335780193202,103
천안,1,36.80599532275052,127.16350830388988,103
경기 군포시,1,37.36422915289683,126.93884780427577,103
대구 동구,1,35.876134481845625,128.67391802048587,103
원주,1,37.39621610916605,127.95163751439549,103
경북 문경시,1,36.5993181235304,128.26215869390802,103
충남 태안군,1,36.771900613231146,126.28026133369195,103
경기 평택시,1,37.02257605002599,126.93016375225685,103
경기 평택시,1,37.02243713196109,126.92758067306144,103
경기 평택시,1,37.02240933429927,126.92627524476774,103
경기 평택시,1,37.022381530702965,126.92463651543808,103
순천,1,34.869260875171584,127.5287751237207,103
전남 여수시,1,34.76288588978727,127.6069371758892,103
전남 여수시,1,34.761913989941085,127.61888052553668,103
충남 청양군,1,36.52052411355517,126.84363026878954,103
전북 완주군,1,35.76173231097587,127.18778419047126,103
경기 양평군,1,37.57276881468652,127.45965226508586,103
전남 담양군,1,35.31928151501847,126.98512047017428,103
경기 가평군,1,37.59260007338123,127.47803878677588,103
경기 안성시,1,36.98392151152556,127.34437476325851,103
강원 양양군,1,38.09083925331648,128.63674437195422,103
경기 용인시 처인구,1,37.223447454853456,127.31206554824868,103
충남 보령시,1,36.49435601977139,126.58062854086954,103
경기 광주시,1,37.3875649772509,127.23348515589436,103
울산 울주군,1,35.49560688788797,129.2380147135381,103
당진,1,36.84345643538975,126.79337636686954,103
경기 남양주시,1,37.737605328460255,127.21508796243327,103
서울 양천구,1,37.523291880957466,126.8703499844717,103
경기 파주시,1,37.8514740161531,126.87020173770824,103
경기 평택시,1,37.11134459453403,127.01590297221188,103
서울 강서구,1,37.55681471051322,126.8224648205464,103
충북 청주시 상당구,1,36.52703531300218,127.5163987657928,103
광주 북구,1,35.19246124634708,126.86782924723204,103
경기 수원시 장안구,1,37.30257166062327,127.03197937481316,103
경기 수원시 팔달구,1,37.28965644436269,127.02534149537772,103
창원,1,35.345890670983216,128.6134384793051,103
충남 금산군,1,36.18376852801491,127.3793657485779,103
경기 김포시,1,37.67996185064168,126.57126369230788,103
충북 청주시 청원구,1,36.73159244953211,127.43059575460975,103
충북 청주시 청원구,1,36.73234235605099,127.43042908302678,103
충북 청주시 청원구,1,36.73287006815697,127.430317967862,103
충북 청주시 청원구,1,36.73378663280052,127.4307901190522,103
경기 성남시 분당구,1,37.3424572502259,127.11780323823206,103
경기 용인시 수지구,1,37.29854505983569,127.07011467176488,103
충북 청주시 청원구,1,36.66854559179724,127.49109169927488,103
충남 아산시,1,36.75847019402852,126.9900263543723,103
경기 고양시 일산동구,1,37.65452392162331,126.76202351423088,103
공주,1,36.29827650273299,127.03758982421972,103
순천,1,34.953556554431096,127.53318921366308,103
경기 가평군,1,37.89606355934232,127.50477724222776,103
대구 수성구,1,35.83694347111117,128.60828642744693,103
전북 완주군,1,35.9688744161414,127.19930538475258,103
서울 송파구,1,37.50660338581545,127.0871904293458,103
충남 보령시,1,36.49327299944808,126.59115533210446,103
경기 양주시,1,37.82942507034537,127.08534797405773,103
경남 김해시,1,35.26234879184372,128.8194214920479,103
서울 금천구,1,37.477964190015726,126.87687840816216,103
전남 화순군,1,34.89141563840909,126.9882976475245,103
경기 성남시 수정구,1,37.459303945055424,127.1067454317596,103
서울 강북구,1,37.64364109304669,127.02430374848474,103
광주 서구,1,35.13824554660755,126.87291346582197,103
충북 괴산군,1,36.89644049732809,127.803971846037,103
경기 용인시 기흥구,1,37.297073885366935,127.11822115142908,103
천안,1,36.82135444273302,127.15598082675896,103
공주,1,36.402044278112776,127.17760136539648,103
부안,1,35.72511430767383,126.5338752770228,103
충남 보령시,1,36.48713418882232,126.55288140897828,103
대전,1,36.29031126657425,127.37747414277356,103
화성,1,37.12922937656749,126.90760742251572,103
전남 영암군,1,34.94301539108239,126.6770201991212,103
강원 동해시,1,37.55113634205055,129.10818798194174,103
공주,1,36.54980288227961,127.09977148675002,103
강원 철원군,1,38.132475286006034,127.30104015313027,103
경기 포천시,1,37.98854918372948,127.33976285454736,103
서울 광진구,1,37.55382004513657,127.09766027976228,103
경기 광주시,1,37.42925443635733,127.23815017524412,103
경북 포항시 북구,1,36.041072434540034,129.36318168549687,103
울산 울주군,1,35.5840383606292,129.10524685243624,103
서울 동작구,1,37.504489923469016,126.94292677177933,103
화성,1,37.20879983841417,126.72734494862206,103
충남 아산시,1,36.76908088499123,127.03852138253502,103
경남 사천시,1,35.02316872383177,128.0589991471352,103
경기 남양주시,1,37.61256414443224,127.16684629054674,103
경기 성남시 분당구,1,37.34917859638638,127.11455336322372,103
서울 동대문구,1,37.58300990666703,127.04122050229832,103
광주 북구,1,35.18935112864061,126.90449252048978,103
경기 용인시 처인구,1,37.17059382984835,127.37106133956028,103
원주,1,37.27998491090096,128.20145017386895,103
부산 동래구,1,35.18433570731037,129.11414613535578,103
제주특별자치도 서귀포시,1,33.28804394548551,126.74463652977444,103
서울 중랑구,1,37.61178511994967,127.09321460496729,103
전북 군산시,1,35.95270124492089,126.7141299535767,103
대전,1,36.34574906769788,127.37827810752724,103
충북 청주시 상당구,1,36.60233180351862,127.5163133463869,103
서울 구로구,1,37.50512780010519,126.89101514960808,103
강원 동해시,1,37.52425086009948,129.11596585255023,103
경기 용인시 처인구,1,37.17139928622279,127.37097799135864,103
제천,1,37.194191444606886,128.29161070560937,103
경기 과천시,1,37.44830346895457,127.00642217971664,103
화성,1,37.09376063782151,126.86150177043112,103
광주 동구,1,35.15535566898203,126.9341294632098,103
서울 서대문구,1,37.568149175351394,126.96208975803012,103
경기 용인시 처인구,1,37.34306937183744,127.17765851620368,103
경기 의왕시,1,37.38320025459625,127.00486862115572,103
경남 함안군,1,35.34802782321563,128.53280709328004,103
경기 광명시,1,37.4360805485174,126.88493436149336,103
경기 평택시,1,37.06623968573898,127.05673360861422,103
충북 청주시 청원구,1,36.73911981988248,127.4582317744823,103
강원 춘천시,1,37.96139319876304,127.7332807614596,103
울산 울주군,1,35.57387509253784,129.2210418535755,103
경기 용인시 수지구,1,37.32576488838689,127.12074787032569,103
경기 평택시,1,37.12814945756176,127.09086745694034,103
경남 양산시,1,35.32615078686146,129.0321220613236,103
인천 서구,1,37.59164150284665,126.6944763431382,103
시흥,1,37.46618619095899,126.7844155366141,103
시흥,1,37.465630704101045,126.78447110237713,103
경기 안양시 만안구,1,37.4015577163187,126.92623686784228,103
충북 음성군,1,36.99098084477577,127.59826672988528,103
화성,1,37.22035509042205,126.7893663741058,103
화성,1,37.21499450647509,126.78236720366492,103
충북 청주시 청원구,1,36.67965484408846,127.46239970204924,103
충남 아산시,1,36.76133274129789,127.09015550284656,103
강원 고성군,1,38.46590072674474,128.44364020610817,103
서울 강서구,1,37.56070346860257,126.8416017305914,103
함평,1,35.03705781779283,126.55877906593904,103
경기 구리시,1,37.640809758220335,127.11521162368297,103
대구 달서구,1,35.8128889336923,128.5092964416216,103
충북 청주시 서원구,1,36.57627774037512,127.42529503043288,103
천안,1,36.90953762085087,127.12239828851229,103
제주특별자치도 제주시,1,33.41857672526274,126.26862223405296,103
대전,1,36.42985055818527,127.40543986606475,103
대전,1,36.42985055818527,127.40543986606475,103
서울 영등포구,1,37.52573631299159,126.88623725390616,103
경기 평택시,1,37.00380430265552,127.14000506994029,103
경기 부천시,1,37.48151717453587,126.75750106495352,103
울산 중구,1,35.55798971471434,129.30681206002663,103
인천 계양구,1,37.55378595292548,126.74713893021332,103
경기 오산시,1,37.14395279855588,127.07434083783684,103
경기 양주시,1,37.84825503575933,127.02696425277654,103
제주특별자치도 서귀포시,1,33.438472791901816,126.86059454242832,103
공주,1,36.46234161924932,127.12363268593958,103
충북 충주시,1,37.09099859149907,127.71050303965912,103
경기 안산시 단원구,1,37.34709024049754,126.82108197312854,103
세종특별자치시 세종시,1,36.49881127089899,127.22595519555968,103
서울 강동구,1,37.53890608336914,127.14646150778084,103
경기 안양시 동안구,1,37.37078413438779,126.9512908527907,103
경북 경산시,1,35.82169755874907,128.729997604926,103
울산 울주군,1,35.57334742784965,129.22370828570746,103
경북 포항시 북구,1,36.17486020478285,129.26638131753018,103
경기 광주시,1,37.47752906028196,127.38666212756208,103
충남 홍성군,1,36.5652659107376,126.68322786340612,103
광주 광산구,1,35.16976866954354,126.81913998609892,103
서울 강서구,1,37.551982053915424,126.82732559383392,103
경기 성남시 수정구,1,37.46174865709846,127.13788122030296,103
경기 성남시 수정구,1,37.46241522899701,127.13713127423529,103
경기 양주시,1,37.85222687812064,127.03276912483174,103
서울 노원구,1,37.63594809759521,127.05241233649724,103
경기 광주시,1,37.289300765687365,127.32267375232594,103
인천 계양구,1,37.54123152067434,126.72428040613116,103
경기 용인시 처인구,1,37.22519567715933,127.22593495846915,103
경기 포천시,1,38.02515634979969,127.36853672972649,103
경기 광주시,1,37.46366638517408,127.20904090811564,103
인천 남동구,1,37.43891108608516,126.74794763814752,103
경기 이천시,1,37.23605943214928,127.4432469252104,103
경기 안성시,1,37.0749944515909,127.37917438216844,103
경기 안성시,1,37.07299452649705,127.36998088315362,103
경기 용인시 기흥구,1,37.30632248619939,127.10300014571438,103
